character n-grams (raw counts)	1939__DWF	1939__DNS	1939__NWF	1939__NNS	1939__MVP	1939__OFL	1980__DWF	1980__NNS	1980__NWF	1980__DNS	1980__MVP	1980__OFL	2000__DEU	2000__NDL
('é', 't', ',')	0	0	2	0	0	0	13	0	0	0	0	0	0	0
('è', 'l', 'l')	0	0	9	0	0	0	1	13	0	0	0	0	0	0
(' ', 'h', 'ó')	0	0	4	1	0	0	0	2	0	0	0	0	0	0
(' ', 'w', 'ì')	0	0	2	0	0	0	0	10	0	0	0	0	0	0
('ì', 'f', ' ')	0	0	13	0	0	0	0	0	0	0	0	0	0	0
('u', 'e', 'f')	0	0	1	0	0	0	0	0	0	0	0	0	5	4
('w', 'î', 'f')	0	0	2	0	0	0	60	0	0	0	0	0	0	0
('z', 'ö', 'n')	0	0	9	7	0	0	0	1	7	0	0	0	14	0
('a', 'p', ':')	0	0	5	0	0	0	0	2	0	0	0	2	0	2
('a', 'j', 't')	0	0	8	0	0	0	0	0	0	0	0	0	1	0
('s', '-', 'z')	0	0	2	0	0	0	0	0	1	0	0	0	86	2
('-', 'z', 'u')	0	0	1	0	0	0	0	1	1	0	0	2	1113	14
('ä', 'i', "'")	0	0	1	0	0	0	42	0	0	0	0	0	0	0
('g', 'i', 'i')	0	0	14	0	0	0	0	0	0	0	0	0	0	1
('p', 'z', 'ö')	0	0	1	1	0	0	0	4	8	0	0	0	0	0
('z', 'ö', 'k')	0	0	5	2	0	0	0	0	0	0	0	0	2	0
("'", 'e', 'f')	0	0	29	0	0	0	65	0	0	0	0	0	0	0
("'", 'z', 'e')	0	0	13	0	0	0	0	2	0	0	0	0	0	1
('7', ' ', 'k')	0	0	1	0	0	0	0	1	0	0	0	0	22	9
('5', ' ', 'j')	0	0	2	0	0	0	1	7	2	3	0	1	96	24
('o', 'a', 'z')	0	0	9	5	0	0	0	94	3	0	0	0	0	1
('w', 'i', 'z')	0	0	2	0	0	0	0	40	0	0	0	0	36	0
(' ', '8', '5')	0	0	1	0	0	0	0	3	0	1	0	0	212	8
('r', 'v', 'r')	0	0	3	0	0	0	0	31	10	0	0	0	11	25
('i', ' ', '8')	0	0	1	0	0	0	0	0	1	0	1	0	52	1
('z', 'e', 'w')	0	0	3	1	0	0	0	0	0	0	0	0	12	0
('z', 'u', 'i')	0	0	7	15	0	0	1	169	3	0	0	0	5	215
(' ', 'ô', 'v')	0	0	13	0	0	0	0	0	0	0	0	0	0	0
('v', 'l', 'o')	0	0	12	10	0	0	0	105	31	0	0	0	0	137
(' ', 'l', 'û')	0	0	2	0	0	0	12	0	0	0	0	0	0	0
('z', 'e', ':')	0	0	4	6	0	0	2	12	16	0	0	3	0	2
('f', 'd', ',')	0	0	11	4	0	0	0	6	5	0	0	0	0	6
('a', "'", 'w')	0	0	17	4	0	0	0	0	0	0	0	0	0	0
('-', ' ', 'c')	0	0	1	0	0	0	1	0	0	0	0	3	21	15
('ä', 'e', 'z')	0	0	12	0	0	0	0	0	0	0	0	0	0	0
('i', 'i', 'ë')	0	0	9	0	0	0	0	0	0	0	0	0	0	0
('z', 'ä', 'e')	0	0	36	0	0	0	0	0	0	0	0	0	0	0
("'", 'j', '.')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('‘', 'i', 'e')	0	0	11	1	0	0	0	0	0	0	0	0	0	0
('v', 'i', 'i')	0	0	4	0	0	0	0	0	1	0	0	0	15	4
('a', '.', 'b')	0	0	5	0	0	0	0	0	1	0	0	0	3	1
('b', '.', 'c')	0	0	1	0	0	0	0	0	0	0	0	0	8	0
('.', 'c', '.')	0	0	2	0	0	0	0	2	11	0	1	0	10	15
('2', ' ', 'a')	0	0	1	0	0	0	1	5	0	2	0	0	202	13
('k', 'i', 'v')	0	0	1	0	0	0	0	0	0	2	0	0	3	1
('v', 'l', 'ö')	0	0	10	0	0	0	0	6	13	3	0	0	1	0
('h', 'a', 'z')	0	0	4	0	0	0	12	16	5	0	0	0	4	7
('g', 'k', 'w')	0	0	2	1	0	0	0	1	2	0	0	0	0	0
('a', 'a', 'i')	0	0	41	23	0	0	1	1925	65	0	0	0	14	106
('i', 'i', 'p')	0	0	12	0	0	0	0	0	0	0	0	0	1	0
('!', '’', ',')	0	0	1	0	0	0	0	3	2	0	0	0	0	0
('m', 'o', 'f')	0	0	1	0	0	0	0	3	0	0	0	0	2	7
('ê', ' ', 'k')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
(' ', 'h', 'ô')	0	0	24	3	0	0	0	0	0	0	0	0	0	0
('2', '8', ',')	0	0	1	0	0	0	2	0	0	0	0	0	82	1
(' ', 't', 'ô')	0	0	17	0	0	0	0	0	0	0	0	0	0	0
('i', 'f', 'j')	0	0	1	0	0	0	0	0	0	0	0	0	3	45
('f', 'j', 'o')	0	0	1	0	0	0	0	1	0	0	4	2	0	2
('j', ' ', '-')	0	0	5	1	0	0	0	1	1	0	0	0	4	7
('i', 'j', 'p')	0	0	4	19	0	0	0	20	10	0	0	0	1	88
('f', 'z', 'a')	0	0	2	0	0	0	0	6	2	0	0	0	11	4
('(', '*', ')')	0	0	5	0	0	0	0	0	0	0	0	0	0	1
('s', 'd', ',')	0	0	2	0	0	0	0	7	3	0	0	0	0	2
(' ', 'l', 'ì')	0	0	21	0	0	0	0	1	0	0	0	0	0	0
('l', 'ì', 'f')	0	0	20	0	0	0	0	0	0	0	0	0	0	0
('è', 'l', 't')	0	0	2	0	0	0	0	4	0	0	0	0	0	0
('.', '.', 'h')	0	0	18	2	0	0	0	2	0	0	0	0	0	0
(' ', 'n', 'ì')	0	0	51	0	0	0	0	0	0	0	0	0	0	0
('n', 'ì', 't')	0	0	46	0	0	0	0	0	0	0	0	0	0	0
('ì', 't', ' ')	0	0	35	0	0	0	0	2	0	0	0	0	0	0
(' ', 'd', 'ì')	0	0	17	0	0	0	0	89	0	0	0	0	0	0
('d', 'ì', ' ')	0	0	16	0	0	0	0	0	0	0	0	0	0	0
('u', 'g', 'j')	0	0	7	0	0	0	0	7	0	0	0	0	0	0
(' ', 'b', 'ì')	0	0	4	0	0	0	0	17	0	0	0	0	0	0
('z', 'ì', ',')	0	0	7	0	0	0	0	0	0	0	0	0	0	0
('ì', ',', ' ')	0	0	9	0	0	0	0	0	0	0	0	0	0	0
('i', 'j', 'n')	0	0	48	185	0	0	24	89	176	0	0	0	3	3291
('l', 'è', 'z')	0	0	9	0	0	0	0	11	0	0	0	0	0	0
('a', 'j', ' ')	0	0	25	0	0	0	0	0	84	0	0	1	5	1
('ì', ' ', 'm')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('b', 'r', 'ì')	0	0	14	0	0	0	0	0	0	0	0	0	0	0
('ì', 'v', 'e')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('ì', ' ', 'h')	0	0	7	0	0	0	0	0	0	0	0	0	0	0
(' ', 'h', 'ì')	0	0	11	0	0	0	0	53	0	0	0	0	0	0
('h', 'ì', ' ')	0	0	13	0	0	0	0	0	0	0	0	0	0	0
('j', 'k', ' ')	0	0	22	2	0	0	0	17	471	0	0	0	6	1442
('d', 'ì', 'n')	0	0	2	0	0	0	0	91	0	0	0	0	0	0
('ì', 'n', 't')	0	0	1	0	0	0	0	30	0	0	0	0	0	0
('ì', 'n', ',')	0	0	2	0	0	0	0	8	0	0	0	0	0	0
(' ', 'k', 'ì')	0	0	2	0	0	0	0	32	0	0	0	0	0	0
('ì', 't', ',')	0	0	8	0	0	0	0	0	0	0	0	0	0	0
('l', 'g', 'p')	0	0	2	0	0	0	0	1	0	0	0	0	2	1
('g', 'p', 'i')	0	0	1	0	0	0	0	0	1	0	0	0	4	1
('d', 'a', 'j')	0	0	7	1	0	0	0	0	52	0	0	0	0	2
('ì', 't', '.')	0	0	5	0	0	0	0	1	0	0	0	0	0	0
('n', ' ', '“')	0	0	1	2	0	0	1	44	9	0	0	0	0	0
(' ', '“', 'j')	0	0	1	0	0	0	0	31	21	0	0	0	0	0
('“', 'j', 'a')	0	0	1	0	0	0	0	3	6	0	0	0	0	0
('ì', ' ', 'z')	0	0	9	0	0	0	0	0	0	0	0	0	0	0
('d', 'r', 'ì')	0	0	5	0	0	0	0	5	0	0	0	0	0	0
('t', 'i', 'j')	0	0	12	10	0	0	6	46	83	0	0	0	2	1436
('i', 'j', 'd')	0	0	10	6	0	0	4	111	80	0	0	0	1	1381
('j', 'd', '.')	0	0	1	0	0	0	0	3	4	0	0	0	0	46
('n', 'ì', 'j')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('ì', 'j', 'e')	0	0	12	0	0	0	0	0	0	0	0	0	0	0
('l', '”', ' ')	0	0	1	0	0	0	0	5	2	0	0	0	0	0
('”', ' ', 'i')	0	0	1	0	0	0	1	33	16	0	0	0	0	0
('i', 'j', 'l')	0	0	7	38	0	0	0	12	4	0	0	0	10	208
('j', 'l', ' ')	0	0	5	22	0	0	0	4	2	0	0	0	10	113
('‘', "'", 'k')	0	0	9	1	0	0	0	0	0	0	0	0	0	0
('j', 'n', 'e')	0	0	4	18	0	0	1	9	5	0	0	0	0	125
('ì', 'f', 'd')	0	0	9	0	0	0	0	0	0	0	0	0	0	0
('r', 'ì', 'f')	0	0	10	0	0	0	0	0	0	0	0	0	0	0
('z', 'ì', ' ')	0	0	8	0	0	0	0	0	0	0	0	0	0	0
('w', 'a', 'j')	0	0	2	1	0	0	2	0	3	0	0	0	2	0
('i', 'j', 'g')	0	0	3	6	0	0	1	12	21	0	0	0	0	314
('j', 'g', 'e')	0	0	3	5	0	0	0	7	11	0	0	0	0	171
('.', 'f', 'o')	0	0	1	0	0	0	0	1	0	0	0	0	4	0
('.', '.', 'z')	0	0	13	0	0	0	1	1	0	0	0	0	0	0
('.', 'z', 'e')	0	0	9	0	0	0	0	1	1	0	0	0	2	0
('.', 'b', 'e')	0	0	2	0	0	0	1	4	0	1	0	2	11	30
('.', '.', 'j')	0	0	9	0	0	0	0	1	0	0	0	0	0	0
('.', 'j', 'a')	0	0	4	0	0	0	0	0	1	0	0	1	18	0
('o', 'd', 'z')	0	0	6	1	0	0	0	5	5	0	0	0	1	42
('.', 'h', 'a')	0	0	2	1	0	0	0	4	0	0	0	0	10	0
('ì', 'n', '.')	0	0	1	0	0	0	0	18	0	0	0	0	0	0
('ì', 'n', 's')	0	0	1	0	0	0	0	112	0	0	0	0	0	0
('c', 'h', 'j')	0	0	10	0	0	0	2	2	1	0	1	0	7	0
('v', 'e', 'z')	0	0	4	0	0	0	0	24	1	0	0	0	8	4
('j', ' ', 'l')	0	0	12	14	0	0	1	87	60	0	0	0	0	68
(' ', 'u', 'w')	0	0	24	0	0	0	0	6	9	0	0	0	59	15
('g', 'i', 'j')	0	0	4	46	0	0	0	35	0	0	0	0	0	24
('j', 'l', 's')	0	0	2	0	0	0	0	0	0	0	0	0	5	11
('‘', 'b', 'o')	0	0	2	0	0	0	0	9	0	0	0	0	0	0
('!', '.', '.')	0	0	56	1	0	0	1	3	1	0	0	0	0	0
('.', '.', 'e')	0	0	14	2	0	0	0	3	0	0	0	0	0	0
('.', 'e', 'n')	0	0	12	2	0	0	0	6	0	0	0	0	0	1
('.', 's', 'c')	0	0	2	0	0	0	0	1	0	0	0	0	7	1
('.', '.', "'")	0	0	13	0	0	0	0	6	0	0	0	0	0	0
('.', "'", 't')	0	0	8	0	0	0	0	0	0	0	0	0	0	0
('r', 'f', 'd')	0	0	3	0	0	0	0	12	6	0	1	0	0	12
('i', 'g', ')')	0	0	1	0	0	0	2	0	0	0	0	6	0	3
('f', ' ', '‘')	0	0	2	0	0	0	3	5	11	0	0	0	0	0
('j', 'd', ',')	0	0	1	0	0	0	0	2	2	0	0	0	0	21
('‘', 'l', 'o')	0	0	2	0	0	0	0	3	1	0	0	0	0	0
('u', 'j', 'i')	0	0	1	0	0	0	0	0	0	0	0	0	396	3
(' ', 'e', ':')	0	0	2	0	0	0	0	6	6	0	0	0	0	0
('l', 'd', 'z')	0	0	1	0	0	0	0	4	1	0	0	0	23	10
('.', '.', 'n')	0	0	13	2	0	0	0	0	0	0	0	0	0	1
('.', 'n', 'e')	0	0	3	0	0	0	0	0	0	0	0	0	415	3
('é', 'g', 'e')	0	0	1	0	0	0	83	0	0	0	0	0	0	1
('p', 'j', 'e')	0	0	6	3	0	0	4	43	3	0	0	0	0	52
('j', 'f', ' ')	0	0	3	6	0	0	1	3	4	0	0	0	4	181
('j', 'k', 'w')	0	0	2	0	0	0	0	2	0	0	0	0	0	5
('v', 'o', 'u')	0	0	4	17	0	0	0	93	5	0	0	0	13	34
('j', 's', '.')	0	0	2	0	0	0	0	9	3	0	0	0	1	17
('ë', 'n', 'd')	0	0	6	0	0	0	5	0	0	0	0	0	0	1
('i', 'k', 'v')	0	0	1	0	0	0	0	6	0	0	0	0	66	0
('o', "'", 'j')	0	0	34	2	0	0	0	1	1	0	0	0	0	0
('m', '?', '’')	0	0	2	5	0	0	0	0	8	0	0	0	0	0
('l', 'y', 'p')	0	0	1	0	0	0	0	0	0	0	0	0	12	0
('j', 'k', 'b')	0	0	1	0	0	0	0	0	3	0	0	0	0	16
('.', '.', 'w')	0	0	12	2	0	0	0	1	0	0	0	0	0	0
('r', ' ', 'ê')	0	0	2	1	0	0	9	0	0	0	0	0	0	0
(',', ' ', 'é')	0	0	5	0	0	0	24	0	1	0	0	0	0	8
('d', 'à', "'")	0	0	20	0	0	0	0	0	0	0	0	0	0	0
('.', 'n', 'o')	0	0	8	1	0	0	0	0	0	0	0	0	22	0
('i', 'j', 'v')	0	0	4	16	0	0	0	12	19	0	0	0	0	400
('j', 'v', 'e')	0	0	3	16	0	0	0	7	18	0	0	0	0	297
('i', 'j', '?')	0	0	2	1	0	0	1	10	4	0	0	0	0	21
("'", 'l', 'i')	0	0	3	0	0	0	9	4	0	0	0	0	0	3
('m', 'ä', 'ä')	0	0	6	0	0	0	10	0	0	2	0	0	0	0
('.', 'r', 'o')	0	0	1	0	0	0	0	0	0	0	0	0	7	0
('o', 'o', 'h')	0	0	3	0	0	0	0	0	0	1	0	0	2	0
('u', 'u', "'")	0	0	7	0	0	0	0	0	0	0	0	0	0	0
(' ', 'j', "'")	0	0	3	5	0	0	0	2	0	0	0	0	3	1
("'", 'u', 'm')	0	0	8	0	0	0	0	0	0	0	0	0	0	0
(' ', 'z', 'ó')	0	0	53	11	0	0	0	9	4	0	0	0	0	0
('z', 'ó', 'ó')	0	0	31	11	0	0	0	1	0	0	0	0	0	0
('ó', 'ó', ' ')	0	0	25	8	0	0	0	1	0	0	0	0	0	0
('ó', ' ', 'z')	0	0	5	1	0	0	0	1	1	0	0	0	0	0
('g', 'd', '?')	0	0	3	0	0	0	0	4	4	0	0	0	0	12
('j', 's', 'v')	0	0	1	0	0	0	0	0	0	0	0	0	0	6
('‘', 'z', 'e')	0	0	3	3	0	0	0	3	1	0	0	0	0	0
('.', '.', 'i')	0	0	10	0	0	0	0	2	0	0	0	0	0	0
('.', 'i', 'k')	0	0	8	0	0	0	0	6	0	0	0	1	0	0
('a', 'p', 'v')	0	0	1	0	0	0	0	2	1	0	0	0	0	3
('p', 'v', 'o')	0	0	4	2	0	0	0	18	23	0	0	0	0	56
('.', 'm', 'i')	0	0	2	0	0	0	0	2	0	0	0	0	52	0
('u', "'", 'w')	0	0	6	1	0	0	0	0	0	0	0	0	0	0
('.', 'h', 'e')	0	0	3	1	0	0	0	2	0	0	0	1	139	0
('t', 'ä', ' ')	0	0	1	0	0	0	0	0	0	0	0	967	1	0
('.', 'g', 'o')	0	0	1	0	0	0	0	0	0	0	1	0	28	0
('‘', 'm', 'u')	0	0	7	0	0	0	0	1	0	0	0	0	0	0
('a', 'd', ':')	0	0	2	0	0	0	0	2	0	0	0	0	0	5
('j', 'k', 'h')	0	0	2	0	0	0	0	1	27	0	0	0	0	180
('.', '.', 'l')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('.', 'l', 'e')	0	0	4	0	0	0	0	1	0	0	0	1	5	0
('ê', ' ', 'z')	0	0	18	1	0	0	0	0	0	0	0	0	0	0
('u', 'u', 'i')	0	0	17	0	0	0	0	0	16	0	0	0	0	0
('r', '!', '.')	0	0	6	0	0	0	0	1	0	0	0	0	0	1
('.', 'v', 'e')	0	0	1	0	0	0	1	3	0	0	0	0	3	0
('.', '.', 'k')	0	0	8	0	0	0	0	1	0	0	0	0	0	0
('.', 'k', 'i')	0	0	1	0	0	0	0	1	0	0	0	0	17	2
('.', 'n', 'a')	0	0	1	0	0	0	0	0	0	0	0	1	34	0
('.', 'a', 'l')	0	0	3	0	0	0	0	0	0	0	0	1	7	0
('e', 'ê', 'r')	0	0	35	10	0	0	0	0	0	0	0	0	0	0
('ê', 'r', "'")	0	0	2	0	0	0	15	0	0	0	0	0	0	0
('(', 'g', 'e')	0	0	1	0	0	0	1	5	0	0	0	0	1	34
(' ', 'd', 'ĕ')	0	0	7	0	0	0	0	0	0	0	0	0	0	0
('d', 'ĕ', 'ŭ')	0	0	8	0	0	0	0	0	0	0	0	0	0	0
('ĕ', 'ŭ', 't')	0	0	14	0	0	0	0	0	0	0	0	0	0	0
('g', 'ô', 'ô')	0	0	24	0	0	0	0	0	0	0	0	0	0	0
('ô', 'ô', 'd')	0	0	51	0	0	0	0	0	0	0	0	0	0	0
(' ', 'v', 'ù')	0	0	25	0	0	0	0	0	0	0	0	0	0	0
('v', 'ù', 'l')	0	0	24	0	0	0	0	0	0	0	0	0	0	0
('ù', 'l', 'l')	0	0	21	0	0	0	0	0	0	0	0	0	0	0
(' ', 'h', 'ê')	0	0	15	8	0	0	111	0	0	0	0	0	0	1
('h', 'ê', 'ê')	0	0	10	0	0	0	0	0	0	0	0	0	0	0
('ê', 'ê', 't')	0	0	115	0	0	0	0	0	0	0	0	0	0	0
('m', 'd', '.')	0	0	3	0	0	0	1	19	18	1	1	0	4	38
('m', 'ô', 'ô')	0	0	26	0	0	0	0	0	0	0	0	0	0	0
('ô', 'd', 'e')	0	0	25	0	0	0	0	0	0	0	0	0	0	0
('m', 'i', 'z')	0	0	1	0	0	0	7	17	0	0	0	0	21	0
(' ', 'v', 'ê')	0	0	8	0	0	0	0	0	0	0	0	0	0	0
('v', 'ê', 'ê')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('ê', 'ê', 'l')	0	0	9	0	0	0	0	0	0	0	0	0	0	0
('m', 'ô', 's')	0	0	13	0	0	0	0	0	0	0	0	0	0	0
('ô', 's', ' ')	0	0	16	0	0	0	0	0	0	0	0	0	0	0
(' ', 'n', 'ê')	0	0	90	0	0	0	0	0	0	0	0	0	0	0
('n', 'ê', 'ê')	0	0	91	0	0	0	0	0	0	0	0	0	0	0
('s', 't', 'ô')	0	0	9	0	0	0	0	0	0	0	0	0	0	0
('ô', 'n', ',')	0	0	10	0	0	0	0	0	0	0	0	0	0	0
('s', 'l', 'ô')	0	0	8	0	0	0	0	0	0	0	0	0	0	0
('ô', 'ô', 'g')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('ô', 'g', ' ')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('s', 't', 'ê')	0	0	11	0	0	0	6	0	0	0	0	0	0	0
('t', 'ê', 'ê')	0	0	9	0	0	0	0	0	0	0	0	0	0	0
(' ', 'd', 'ê')	0	0	58	5	0	0	0	0	0	0	0	0	0	0
('d', 'ê', 'ê')	0	0	51	0	0	0	0	0	0	0	0	0	0	0
('ê', 'ê', ' ')	0	0	85	0	0	0	0	0	0	0	0	0	0	0
(' ', 'l', 'ê')	0	0	22	5	0	0	0	0	0	0	0	0	0	0
('l', 'ê', 'ê')	0	0	14	0	0	0	0	0	0	0	0	0	0	0
('ê', 'ê', 'v')	0	0	7	0	0	0	0	0	0	0	0	0	0	0
('ê', 'v', 'e')	0	0	14	0	0	0	0	0	5	0	0	0	0	0
(' ', 'm', 'ò')	0	0	5	1	0	0	0	4	10	0	0	0	0	0
('w', 'ê', 'ê')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('ê', 'ê', 'm')	0	0	5	0	0	0	0	0	2	0	0	0	0	0
('ô', 'ô', ' ')	0	0	26	0	0	0	0	0	0	0	0	0	0	0
('d', 'ô', 'ô')	0	0	21	0	0	0	0	0	0	0	0	0	0	0
('ô', 'ô', 'n')	0	0	15	0	0	0	0	0	0	0	0	0	0	0
('ô', 'n', ' ')	0	0	21	0	0	0	2	0	0	0	0	0	0	0
('è', 't', ' ')	0	0	37	0	0	0	2	2	2	0	0	0	0	0
('z', 'è', 'è')	0	0	18	0	0	0	0	0	0	0	0	0	0	0
(' ', 'k', 'ù')	0	0	10	0	0	0	0	0	0	0	0	0	0	0
('t', 'ô', 'ô')	0	0	16	0	0	0	0	0	0	0	0	0	0	0
('ê', 'ê', 'n')	0	0	35	0	0	0	0	0	0	0	0	0	0	0
('ô', 'ô', 'k')	0	0	15	0	0	0	0	0	0	0	0	0	0	0
('ô', 'k', ' ')	0	0	9	0	0	0	24	0	0	0	0	0	0	0
(' ', 'z', 'ê')	0	0	67	7	0	0	0	0	0	0	0	0	0	0
('z', 'ê', 'ê')	0	0	46	0	0	0	0	0	0	0	0	0	0	0
('ê', 'n', '.')	0	0	9	1	0	0	0	0	0	0	0	0	0	0
('v', 'r', 'ô')	0	0	7	0	0	0	0	0	0	0	0	0	0	0
(' ', 'w', 'ô')	0	0	11	1	0	0	4	0	0	0	0	0	0	0
('w', 'ô', 'l')	0	0	6	1	0	0	0	0	0	0	0	0	0	0
('d', 'r', 'ê')	0	0	11	0	0	0	0	0	0	0	0	0	0	0
('r', 'ê', 'ê')	0	0	11	0	0	0	0	0	0	0	0	0	0	0
('ê', ' ', 'v')	0	0	13	0	0	0	0	0	0	0	0	0	0	0
(' ', 'v', 'ò')	0	0	3	0	0	0	0	2	0	0	0	0	0	1
(' ', 't', 'ù')	0	0	7	0	0	0	0	0	0	0	0	0	0	0
('t', 'ù', 't')	0	0	7	0	0	0	0	0	0	0	0	0	0	0
('ù', 't', ' ')	0	0	10	0	0	0	0	0	0	0	0	0	0	0
('m', 'ĕ', 'ŭ')	0	0	10	0	0	0	0	0	0	0	0	0	0	0
('ĕ', 'ŭ', 'j')	0	0	11	0	0	0	0	0	0	0	0	0	0	0
('ŭ', 'j', 'e')	0	0	10	0	0	0	0	0	0	0	0	0	0	0
('e', 'a', 'v')	0	0	13	0	0	0	0	1	13	4	0	0	62	4
('r', 'l', 'd')	0	0	4	0	0	0	1	1	4	1	1	0	867	18
('h', 'ù', 'l')	0	0	7	0	0	0	0	0	0	0	0	0	0	0
('ù', 'l', 't')	0	0	11	0	0	0	0	0	0	0	0	0	0	0
('ê', 't', '.')	0	0	9	0	0	0	0	0	0	0	0	0	0	0
('e', 'a', 'z')	0	0	13	0	0	0	0	0	7	0	0	0	9	0
('ù', 'k', 'k')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('ê', ' ', 'w')	0	0	7	1	0	0	0	0	0	0	0	0	0	0
(' ', 'b', 'ê')	0	0	4	9	0	0	0	0	0	0	0	0	0	0
('ê', 's', 't')	0	0	4	13	0	0	0	0	0	0	0	0	0	0
('ô', 'd', ' ')	0	0	18	0	0	0	0	0	0	0	0	0	0	0
(' ', 'v', 'ĕ')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('v', 'ĕ', 'ŭ')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
(' ', 'g', 'ê')	0	0	27	0	0	0	36	0	0	0	0	0	0	1
('g', 'ê', 'ê')	0	0	24	0	0	0	0	0	0	0	0	0	0	0
('h', 'ô', 'ô')	0	0	18	0	0	0	0	0	0	0	0	0	0	0
('ê', ' ', 'b')	0	0	8	0	0	0	0	0	0	0	0	0	0	0
(' ', 'w', 'ò')	0	0	14	0	0	0	0	7	4	0	0	0	0	0
('w', 'ò', 'l')	0	0	5	0	0	0	0	4	4	0	0	0	0	0
('ò', 'l', ' ')	0	0	7	0	0	0	0	14	3	0	0	0	0	0
('ô', 'l', ' ')	0	0	7	2	0	0	0	1	0	0	0	0	0	0
('ê', ' ', 's')	0	0	8	0	0	0	0	0	0	0	0	0	0	0
('g', 'r', 'ù')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('r', 'ù', 't')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('n', ' ', 'ê')	0	0	7	1	0	0	2	0	0	0	0	0	0	0
('ô', 'n', '.')	0	0	11	0	0	0	0	0	0	0	0	0	0	0
(' ', 'w', 'ê')	0	0	23	9	0	0	1	0	0	0	0	0	0	0
('ê', 'l', 'e')	0	0	8	0	0	0	0	0	0	0	0	0	0	0
('z', 'u', 'z')	0	0	1	0	0	0	0	4	0	0	0	0	274	0
('e', '̄', 'u')	0	0	9	0	0	0	0	0	0	0	0	0	0	0
('̄', 'u', '̄')	0	0	8	0	0	0	0	0	0	0	0	0	0	0
('ê', 'g', 'e')	0	0	6	0	0	0	6	0	0	0	0	0	0	0
('ô', 'l', 'e')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('ê', 'k', 'e')	0	0	9	0	0	0	0	0	0	0	0	0	0	0
('ê', 'n', 's')	0	0	8	6	0	0	0	0	0	0	0	0	0	0
('ê', 'ê', 'r')	0	0	8	0	0	0	0	0	0	0	0	0	0	0
('ê', ' ', 'l')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('ê', 't', ',')	0	0	10	0	0	0	0	0	0	0	0	0	0	0
('o', 'o', 'z')	0	0	19	9	0	0	0	0	0	0	0	0	0	0
("'", 'v', 'e')	0	0	1	0	0	0	23	2	0	0	0	0	4	6
('e', 'm', 'ĕ')	0	0	8	0	0	0	0	0	0	0	0	0	0	0
('k', ')', ',')	0	0	1	0	0	0	0	1	0	0	0	0	0	12
('ô', 'c', 'h')	0	0	17	2	0	0	1	0	0	0	0	0	0	0
('ô', ' ', "'")	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('r', ' ', 'é')	0	0	10	0	0	0	27	0	8	0	0	0	1	21
(' ', 'l', 'ù')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('ê', 'n', ',')	0	0	10	1	0	0	0	1	0	0	0	0	0	0
('ô', ' ', 'd')	0	0	13	0	0	0	0	0	0	0	0	0	0	0
('ô', ' ', 'z')	0	0	10	0	0	0	0	0	0	0	0	0	0	0
("'", 'g', 'a')	0	0	1	0	0	0	10	1	0	0	0	0	0	0
(' ', 'r', 'ô')	0	0	7	0	0	0	29	1	0	0	0	0	0	0
('z', 'ĕ', 'ŭ')	0	0	8	0	0	0	0	0	0	0	0	0	0	0
('v', 'e', 'a')	0	0	2	0	0	0	0	2	20	4	0	5	178	71
('w', '.', 'z')	0	0	1	0	0	0	0	0	0	0	0	0	7	3
('.', 'z', '.')	0	0	1	0	0	0	0	0	0	0	0	0	3	2
('s', 'k', 'ô')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('k', 'ô', 'ô')	0	0	10	0	0	0	0	0	0	0	0	0	0	0
('ô', 'k', 'e')	0	0	12	0	0	0	6	0	0	0	0	0	0	0
('a', 'o', 'i')	0	0	6	0	0	0	1	0	9	0	0	0	2	1
('j', '?', '’')	0	0	1	1	0	0	0	3	2	0	0	0	0	0
(' ', 'z', 'ù')	0	0	7	0	0	0	0	0	0	0	0	0	0	0
('t', ' ', 'é')	0	0	9	0	0	0	50	0	6	0	0	0	0	9
(' ', 'ò', 'f')	0	0	3	0	0	0	0	342	3	0	0	0	0	0
('ò', 'f', ' ')	0	0	3	0	0	0	0	110	2	0	0	0	0	0
('d', ' ', 'ò')	0	0	3	0	0	0	0	15	0	0	0	0	0	0
('m', 'ô', 't')	0	0	6	0	0	0	0	0	0	0	0	0	0	0
('ê', ' ', "'")	0	0	13	2	0	0	0	0	0	0	0	0	0	0
