PoS-tag n-grams (raw counts)	1939__DWF	1939__DNS	1939__NWF	1939__NNS	1939__MVP	1939__OFL	1980__DWF	1980__NNS	1980__NWF	1980__DNS	1980__MVP	1980__OFL	DEU	NDL
('ADV', 'PART', 'SCONJ')	1	2	4	0	0	0	0	10	9	0	0	0	0	14
('PART', 'SCONJ', 'DET')	0	1	4	0	0	1	0	5	3	0	0	0	1	5
('AUX', 'DET', 'PRON')	9	11	0	3	11	1	5	5	0	4	1	1	13	4
('ADJ', 'PRON', 'PART')	0	5	7	1	8	1	6	6	9	1	4	1	12	1
('ADV', 'CCONJ', 'PART')	5	3	2	0	2	0	6	12	3	0	0	9	11	1
('CCONJ', 'ADJ', 'SCONJ')	0	1	4	1	0	0	2	12	3	0	0	1	0	4
('CCONJ', 'ADP', 'VERB')	5	21	20	3	11	0	3	14	6	5	7	10	15	2
('VERB', 'ADJ', 'VERB')	12	20	13	4	15	1	8	17	14	3	3	2	15	16
('DET', 'PUNCT', 'PROPN')	2	26	2	1	29	0	13	29	6	6	7	4	236	68
('PUNCT', 'PROPN', 'INTJ')	0	0	0	0	5	0	1	0	1	0	1	0	0	0
('PROPN', 'INTJ', 'PUNCT')	2	1	0	0	6	0	3	0	1	0	1	6	0	0
('ADJ', 'AUX', 'NOUN')	1	10	2	0	5	0	3	9	6	4	0	4	129	11
('ADJ', 'VERB', 'SCONJ')	1	1	8	1	0	0	1	38	21	0	0	1	3	76
('VERB', 'SCONJ', 'NOUN')	0	1	4	0	0	0	0	39	10	0	0	1	3	125
('SCONJ', 'NOUN', 'DET')	39	6	6	4	17	2	15	19	1	2	2	9	174	31
('ADJ', 'DET', 'PROPN')	0	0	0	1	3	0	2	6	2	0	1	0	59	5
('VERB', 'PROPN', 'VERB')	15	18	6	1	7	0	30	21	9	1	0	7	15	18
('ADV', 'PROPN', 'NOUN')	3	4	2	0	7	2	2	1	2	1	0	1	166	7
('PROPN', 'NOUN', 'PART')	2	0	1	0	1	0	1	1	1	0	1	0	97	9
('ADP', 'CCONJ', 'NUM')	0	1	0	0	2	0	0	1	1	1	0	1	6	2
('DET', 'CCONJ', 'NOUN')	0	1	2	2	3	0	1	3	0	0	0	1	63	4
('ADP', 'ADV', 'NOUN')	15	15	9	2	13	1	29	37	8	6	36	2	101	12
('ADP', 'CCONJ', 'SCONJ')	1	5	2	2	0	0	0	11	0	0	0	1	0	2
('ADP', 'ADP', 'NUM')	2	4	3	0	4	0	3	7	2	4	1	2	1351	28
('ADV', 'VERB', 'NUM')	11	21	2	0	12	1	9	7	4	5	3	3	113	13
('PUNCT', 'INTJ', 'PART')	1	5	2	0	5	0	0	1	2	0	0	0	0	0
('PRON', 'PUNCT', 'NUM')	0	14	0	0	1	0	5	1	0	0	0	0	13	0
('AUX', 'NOUN', 'AUX')	8	4	0	1	15	1	6	5	2	0	1	1	25	8
('NUM', 'NOUN', 'PRON')	5	6	1	0	7	0	9	12	8	3	1	4	245	38
('SCONJ', 'ADJ', 'ADP')	1	4	2	3	1	0	0	10	6	1	0	0	73	19
('ADP', 'ADJ', 'DET')	8	3	2	2	12	0	4	8	1	3	1	1	261	17
('ADJ', 'PRON', 'CCONJ')	2	0	1	1	2	0	2	6	0	0	1	0	13	1
('AUX', 'CCONJ', 'NUM')	0	3	0	1	2	0	1	1	0	2	1	3	17	2
('DET', 'NUM', 'PUNCT')	1	9	1	0	13	0	97	7	5	15	4	13	31	16
('NUM', 'PUNCT', 'ADJ')	3	6	1	0	5	0	2	5	1	1	2	12	128	28
('PUNCT', 'NOUN', 'INTJ')	4	2	0	0	6	0	9	1	0	0	0	13	0	0
('ADV', 'NOUN', 'NUM')	0	3	0	0	3	0	1	2	1	0	0	2	115	17
('NUM', 'VERB', 'VERB')	0	1	3	0	2	0	3	3	3	2	1	0	14	7
('NUM', 'ADP', 'PROPN')	0	4	0	0	3	0	6	13	4	8	4	0	637	78
('VERB', 'VERB', 'NOUN')	18	8	1	2	6	2	14	18	6	2	3	8	2	13
('ADV', 'CCONJ', 'NUM')	2	7	1	1	4	0	4	7	8	13	0	6	1143	0
('VERB', 'AUX', 'PART')	2	11	2	2	4	0	1	8	0	0	2	2	31	16
('PROPN', 'NOUN', 'NOUN')	1	0	1	0	7	0	3	7	1	0	0	0	206	17
('NUM', 'CCONJ', 'NOUN')	2	3	1	0	0	0	3	2	2	1	0	0	94	14
('DET', 'PUNCT', 'SCONJ')	3	0	1	4	2	0	1	0	0	0	0	0	10	0
('ADP', 'DET', 'PART')	1	1	0	0	3	0	0	3	2	0	0	0	89	11
('DET', 'PART', 'VERB')	0	1	0	0	2	0	1	5	1	0	0	1	6	14
('ADV', 'DET', 'CCONJ')	0	0	0	1	3	0	0	1	0	0	0	0	16	0
('VERB', 'AUX', 'SCONJ')	0	1	7	2	1	0	2	42	18	0	0	0	7	53
('SCONJ', 'DET', 'PUNCT')	0	3	1	0	3	2	4	4	0	1	1	5	89	19
('AUX', 'ADJ', 'NUM')	0	2	0	0	4	0	0	4	3	0	0	0	138	4
('ADJ', 'NUM', 'ADP')	0	6	0	1	3	0	0	2	6	0	1	0	141	3
('NUM', 'ADP', 'ADP')	0	4	0	0	2	0	1	0	0	1	0	0	27	7
('CCONJ', 'NUM', 'AUX')	0	2	1	0	0	0	2	2	0	1	1	1	24	5
('NUM', 'AUX', 'PRON')	1	9	0	0	2	0	2	8	4	11	3	4	257	23
('PART', 'NUM', 'NOUN')	4	2	1	0	0	0	2	2	1	0	0	6	7	1
('NUM', 'ADP', 'PUNCT')	1	8	0	0	3	0	2	5	3	5	2	4	231	9
('NOUN', 'DET', 'PROPN')	9	6	3	3	14	0	8	19	10	1	2	1	3931	73
('AUX', 'DET', 'NUM')	3	14	0	0	8	0	2	5	1	1	1	9	163	26
('CCONJ', 'CCONJ', 'NOUN')	16	2	3	1	12	0	7	5	3	3	3	3	123	2
('DET', 'ADV', 'CCONJ')	4	0	2	0	4	0	1	5	3	2	0	1	85	0
('ADJ', 'NUM', 'AUX')	0	0	0	0	2	0	0	1	1	0	0	1	20	0
('PART', 'NOUN', 'NOUN')	0	2	1	0	1	0	2	0	1	0	0	0	1	3
('AUX', 'DET', 'VERB')	8	4	1	1	3	2	4	6	4	0	1	4	7	21
('DET', 'ADP', 'PRON')	3	1	1	2	5	0	3	8	6	1	0	1	269	7
('DET', 'PRON', 'CCONJ')	4	2	1	1	5	2	3	1	1	3	2	1	17	0
('NUM', 'CCONJ', 'ADV')	2	7	1	0	4	0	1	3	4	1	0	1	56	6
('VERB', 'VERB', 'PROPN')	0	5	0	0	2	0	5	16	2	0	1	3	8	15
('PRON', 'NUM', 'VERB')	0	14	0	0	3	0	2	0	1	4	1	0	15	4
('CCONJ', 'PROPN', 'PRON')	4	17	3	4	13	1	3	8	5	3	1	3	47	10
('INTJ', 'NOUN', 'PROPN')	0	2	1	0	11	1	1	1	0	0	0	0	0	0
('CCONJ', 'PROPN', 'PART')	3	5	0	0	6	0	2	3	2	1	0	2	129	4
('DET', 'PUNCT', 'INTJ')	1	0	3	0	1	0	1	0	0	1	0	5	0	0
('SCONJ', 'DET', 'ADV')	2	1	3	1	4	0	1	7	1	0	0	3	155	9
('CCONJ', 'INTJ', 'PUNCT')	8	10	30	5	15	2	5	61	24	1	2	15	0	0
('NOUN', 'DET', 'PRON')	10	2	4	0	4	2	5	5	1	0	0	2	43	6
('DET', 'PRON', 'PART')	8	1	1	0	4	0	3	2	0	1	0	0	5	3
('AUX', 'NOUN', 'PRON')	13	6	1	1	2	0	4	15	6	0	0	0	63	6
('NOUN', 'PART', 'NOUN')	4	4	1	1	7	0	8	10	2	0	0	1	26	15
('PART', 'NOUN', 'AUX')	2	2	0	0	5	0	4	3	0	0	0	0	5	9
('VERB', 'AUX', 'PROPN')	0	4	0	1	1	0	1	6	2	1	1	0	88	17
('DET', 'PART', 'PUNCT')	0	1	0	1	1	0	0	1	0	0	0	0	4	0
('NOUN', 'NUM', 'PRON')	0	5	0	0	1	0	1	3	0	0	1	0	115	2
('DET', 'PROPN', 'NUM')	0	1	0	0	0	0	0	6	6	0	1	0	1258	23
('PART', 'PRON', 'DET')	5	2	0	0	1	0	2	0	2	0	0	1	5	1
('PART', 'PUNCT', 'ADJ')	2	6	2	1	7	0	2	4	0	0	0	3	22	1
('VERB', 'SCONJ', 'PART')	0	1	0	0	0	0	0	3	0	0	0	0	0	30
('SCONJ', 'PART', 'PRON')	11	2	0	0	1	0	1	0	0	0	0	1	3	0
('CCONJ', 'PART', 'NOUN')	5	2	2	0	3	0	2	1	0	1	0	2	6	0
('CCONJ', 'PRON', 'NUM')	0	3	0	0	3	1	2	0	2	1	0	1	5	3
('VERB', 'PART', 'PART')	2	8	2	0	2	0	1	4	2	0	0	0	2	11
('SCONJ', 'SCONJ', 'PROPN')	2	3	0	1	3	0	12	5	1	0	0	2	7	2
('ADV', 'DET', 'ADV')	3	12	10	9	7	1	1	15	9	0	0	0	401	10
('PUNCT', 'NUM', 'DET')	0	1	0	0	1	0	7	0	0	1	1	1	13	0
('PUNCT', 'PROPN', 'PRON')	1	13	2	0	7	0	1	17	0	0	0	3	6	2
('DET', 'ADV', 'ADV')	7	4	12	14	7	0	2	23	12	0	0	3	404	19
('CCONJ', 'ADJ', 'PART')	5	10	3	1	2	0	7	4	5	3	1	1	109	5
('AUX', 'VERB', 'DET')	1	8	0	1	4	3	9	5	2	0	5	1	4	44
('DET', 'VERB', 'PROPN')	1	2	0	0	2	0	2	0	0	0	1	0	6	4
('AUX', 'VERB', 'ADJ')	3	3	1	2	1	1	1	3	0	1	0	0	0	5
('ADV', 'PRON', 'NUM')	1	5	1	0	3	1	3	5	3	0	1	2	8	4
('DET', 'ADV', 'PROPN')	0	1	1	0	1	0	0	1	0	0	0	0	8	2
('INTJ', 'ADV', 'ADV')	0	1	2	0	9	0	0	9	3	0	0	4	0	0
('NUM', 'ADV', 'AUX')	0	1	0	0	2	0	2	0	1	1	0	1	31	3
('PROPN', 'ADJ', 'PROPN')	0	2	1	0	0	0	0	7	1	0	2	0	162	9
('AUX', 'CCONJ', 'PROPN')	1	2	3	0	8	0	0	6	4	1	1	0	55	1
('SCONJ', 'ADV', 'AUX')	1	1	13	2	3	0	0	13	7	0	0	3	1	10
('NUM', 'ADJ', 'CCONJ')	2	4	0	0	8	0	2	0	0	1	0	1	61	6
('ADP', 'ADJ', 'PRON')	2	2	0	1	1	0	0	5	1	2	2	3	35	5
('NOUN', 'PROPN', 'SCONJ')	0	0	0	0	1	0	1	2	1	0	0	0	0	29
('PROPN', 'SCONJ', 'DET')	1	0	2	2	1	0	2	6	9	0	0	0	1	35
('ADP', 'ADV', 'PROPN')	1	1	0	0	2	0	2	1	1	0	1	0	79	1
('ADJ', 'ADV', 'SCONJ')	0	2	3	3	2	0	3	9	9	0	0	0	1	8
('PART', 'PRON', 'PART')	2	2	0	0	3	0	1	2	3	0	0	0	8	0
('PART', 'PRON', 'AUX')	14	0	0	0	1	0	1	5	1	0	0	2	9	1
('DET', 'VERB', 'DET')	7	0	4	2	5	0	4	0	2	0	0	0	12	5
('PROPN', 'PROPN', 'NOUN')	6	5	5	1	12	1	12	15	5	2	2	0	402	94
('PROPN', 'NOUN', 'CCONJ')	8	6	4	1	6	1	22	8	3	4	0	1	329	25
('PROPN', 'ADJ', 'DET')	0	6	0	0	3	0	2	1	5	0	3	0	262	14
('PROPN', 'PRON', 'AUX')	3	8	2	0	8	0	3	11	2	1	0	2	6	7
('SCONJ', 'ADP', 'NOUN')	12	3	5	3	10	1	8	31	12	3	1	1	184	47
('DET', 'DET', 'PUNCT')	0	0	2	0	2	0	4	0	0	0	0	0	5	1
('PUNCT', 'INTJ', 'CCONJ')	7	7	5	2	7	0	6	10	1	1	0	9	0	0
('INTJ', 'CCONJ', 'ADV')	3	2	1	0	1	0	1	2	1	0	1	4	0	0
('PART', 'VERB', 'PART')	1	5	3	2	1	1	2	8	2	0	1	0	40	7
('INTJ', 'PRON', 'NOUN')	1	3	0	0	1	0	0	6	1	0	0	0	0	0
('INTJ', 'ADV', 'VERB')	3	2	4	2	3	0	7	13	4	0	0	1	0	0
('INTJ', 'PUNCT', 'PART')	1	4	1	1	2	0	2	4	1	0	0	8	0	0
('DET', 'PROPN', 'NOUN')	11	2	9	2	7	0	7	34	9	1	0	2	1119	152
('PART', 'CCONJ', 'SCONJ')	0	1	0	0	2	0	0	1	2	0	0	0	0	0
('ADJ', 'CCONJ', 'CCONJ')	0	2	0	0	0	0	0	0	2	0	0	0	11	0
('ADJ', 'CCONJ', 'SCONJ')	0	4	5	0	1	0	2	8	6	1	0	3	2	1
('ADJ', 'PROPN', 'PART')	2	1	1	0	3	0	2	0	0	0	0	0	45	2
('ADJ', 'PUNCT', 'PART')	2	8	5	3	5	1	6	9	3	0	3	9	50	5
('PROPN', 'DET', 'ADV')	1	0	1	0	1	0	0	5	4	0	0	0	132	3
('PROPN', 'ADP', 'NUM')	3	3	8	0	9	0	3	20	10	0	2	0	1241	185
('NUM', 'NOUN', 'PROPN')	1	6	1	0	4	0	8	5	1	3	2	1	276	32
('NOUN', 'ADJ', 'PROPN')	1	3	2	0	2	0	3	6	1	0	1	0	368	11
('VERB', 'NOUN', 'PART')	8	7	7	2	5	2	4	19	5	2	4	3	23	27
('PRON', 'ADV', 'SCONJ')	0	1	6	4	0	0	3	36	18	1	0	1	11	33
('DET', 'PUNCT', 'ADV')	2	3	0	4	2	0	2	1	2	2	0	8	99	3
('INTJ', 'SCONJ', 'PRON')	1	1	0	0	4	0	1	2	0	0	0	2	0	0
('PROPN', 'DET', 'DET')	0	2	2	0	2	0	0	2	0	0	0	0	9	1
('CCONJ', 'SCONJ', 'SCONJ')	3	0	2	1	2	0	5	5	0	0	0	5	2	1
('VERB', 'PART', 'AUX')	5	4	6	1	5	1	0	12	9	1	0	1	1687	34
('SCONJ', 'NOUN', 'NOUN')	4	2	1	1	2	3	7	14	3	0	1	0	52	24
('PART', 'PUNCT', 'PART')	2	2	0	0	1	0	1	0	0	0	0	0	0	0
('DET', 'NUM', 'CCONJ')	0	3	1	0	1	0	0	0	1	1	0	0	16	12
('NUM', 'CCONJ', 'ADJ')	2	3	3	2	4	0	1	9	4	2	0	0	81	8
('NUM', 'ADJ', 'ADP')	3	5	0	0	2	1	0	2	0	1	1	0	109	10
('PUNCT', 'PART', 'NOUN')	2	2	3	1	3	0	8	0	0	0	0	2	5	3
('PART', 'ADP', 'PART')	1	3	1	0	3	0	0	17	10	0	3	2	1	6
('PART', 'PRON', 'PUNCT')	24	4	2	3	8	0	13	3	4	0	2	12	26	1
('CCONJ', 'ADJ', 'NUM')	1	2	0	0	1	0	1	4	1	1	0	0	73	4
('PROPN', 'AUX', 'PROPN')	1	4	3	0	2	0	3	15	6	0	1	2	847	49
('AUX', 'DET', 'ADV')	6	3	1	2	3	1	9	12	9	0	1	3	334	22
('PRON', 'CCONJ', 'PUNCT')	0	1	1	0	2	0	2	1	2	2	2	2	67	0
('SCONJ', 'AUX', 'PROPN')	0	0	0	0	1	0	0	1	0	0	0	0	3	1
('PUNCT', 'AUX', 'CCONJ')	2	5	0	0	6	0	0	2	0	1	0	3	71	3
('ADP', 'PUNCT', 'PART')	0	2	0	0	3	0	1	3	1	0	0	0	25	1
('DET', 'AUX', 'PUNCT')	1	3	3	6	2	0	1	4	0	0	0	0	16	3
('INTJ', 'ADJ', 'PUNCT')	4	7	4	0	20	0	3	5	2	1	2	9	0	0
('SCONJ', 'DET', 'DET')	6	6	0	1	4	0	3	1	0	3	0	2	23	13
('AUX', 'AUX', 'NOUN')	1	1	0	0	2	0	2	2	0	0	0	0	5	0
('VERB', 'ADJ', 'PRON')	3	12	0	3	3	1	8	21	4	1	0	2	30	1
('ADJ', 'ADV', 'NUM')	0	4	0	0	2	0	0	3	1	1	1	0	335	9
('NUM', 'ADJ', 'ADV')	0	0	0	0	2	0	1	1	2	0	0	1	28	1
('INTJ', 'ADP', 'DET')	2	2	0	0	6	0	4	8	2	0	0	1	0	0
('INTJ', 'PRON', 'ADV')	1	1	5	0	2	0	0	7	3	0	0	0	0	0
('ADV', 'SCONJ', 'ADV')	0	1	13	6	1	0	2	34	15	2	0	0	51	22
('ADV', 'NUM', 'NUM')	2	0	0	0	1	0	0	0	0	0	0	0	11	4
('PROPN', 'PART', 'DET')	2	4	1	0	2	0	0	1	0	0	0	0	41	3
('CCONJ', 'PART', 'AUX')	3	0	1	0	1	0	1	1	0	0	0	0	3	1
('ADP', 'ADP', 'SCONJ')	0	1	1	0	1	0	0	8	2	0	0	0	0	7
('CCONJ', 'PUNCT', 'PART')	0	0	0	0	1	0	0	2	0	0	0	0	13	1
('ADJ', 'CCONJ', 'PART')	7	5	1	2	5	1	1	2	5	0	1	5	42	1
('NOUN', 'ADJ', 'NUM')	0	3	2	0	4	0	0	0	0	2	1	2	328	3
('DET', 'NUM', 'VERB')	1	8	0	0	3	0	3	1	1	1	0	1	23	11
('PUNCT', 'SCONJ', 'PUNCT')	3	6	6	1	4	1	1	2	0	1	0	3	233	14
('SCONJ', 'PUNCT', 'DET')	0	0	1	0	1	0	0	3	1	0	1	0	82	12
('VERB', 'ADJ', 'SCONJ')	0	1	3	6	0	0	1	22	10	0	0	0	0	23
('VERB', 'ADV', 'SCONJ')	3	3	9	2	0	1	2	48	41	0	2	2	0	73
('PUNCT', 'INTJ', 'SCONJ')	1	0	0	0	4	0	1	2	0	0	0	1	0	0
('PART', 'NOUN', 'ADJ')	0	2	1	0	1	0	1	1	1	0	0	0	5	0
('PART', 'ADJ', 'PROPN')	1	0	2	0	1	0	0	0	0	0	0	0	12	1
('VERB', 'PROPN', 'PART')	3	12	3	2	4	1	15	11	14	0	0	10	111	9
('CCONJ', 'NUM', 'PRON')	0	2	0	0	2	0	0	1	0	0	0	0	3	0
('ADJ', 'NOUN', 'SCONJ')	3	2	11	3	1	1	3	41	44	0	0	0	10	228
('NOUN', 'SCONJ', 'DET')	0	3	16	0	3	0	8	56	79	0	0	0	15	270
('ADJ', 'AUX', 'SCONJ')	0	0	2	1	1	0	3	16	14	0	0	0	2	37
('PUNCT', 'ADJ', 'PART')	4	10	3	1	6	0	2	7	5	5	1	2	106	2
('ADV', 'SCONJ', 'NOUN')	0	1	2	2	1	0	9	26	4	0	0	2	40	41
('CCONJ', 'NOUN', 'SCONJ')	0	1	4	1	0	0	3	9	7	0	0	0	0	16
('PUNCT', 'PROPN', 'NUM')	0	0	1	0	2	0	3	15	0	10	6	7	588	30
('PROPN', 'NUM', 'PUNCT')	2	2	3	0	6	0	82	27	3	5	4	10	1376	94
('CCONJ', 'DET', 'ADV')	1	5	4	2	1	0	4	7	2	1	0	2	293	4
('INTJ', 'CCONJ', 'ADJ')	0	1	0	0	3	0	1	2	1	0	0	0	0	0
('PART', 'VERB', 'NOUN')	5	0	2	0	3	0	5	8	5	0	1	0	4	20
('NOUN', 'NUM', 'AUX')	1	5	1	0	5	0	18	7	6	12	0	6	817	59
('NUM', 'ADV', 'ADV')	0	5	2	0	2	1	1	1	3	3	3	2	157	8
('AUX', 'VERB', 'PROPN')	1	1	3	0	2	0	0	2	0	0	0	0	2	1
('CCONJ', 'DET', 'ADP')	0	2	2	0	4	0	0	1	5	0	1	1	229	7
('DET', 'ADP', 'ADV')	0	0	1	0	1	0	1	4	3	0	0	0	89	1
('DET', 'ADP', 'AUX')	0	0	0	0	1	0	0	2	1	0	0	0	1	1
('SCONJ', 'ADP', 'PART')	0	0	0	0	2	0	0	2	3	0	0	0	0	28
('PRON', 'CCONJ', 'SCONJ')	3	2	1	4	0	0	2	8	1	0	2	2	1	0
('INTJ', 'NOUN', 'NOUN')	2	1	1	0	2	0	0	2	0	1	0	0	0	0
('ADV', 'DET', 'PUNCT')	9	21	3	10	10	0	13	23	5	1	0	38	341	24
('NUM', 'ADP', 'ADV')	1	5	0	0	3	0	1	2	1	0	0	1	189	3
('DET', 'ADP', 'VERB')	2	0	4	0	1	0	0	4	4	0	0	0	1	2
('NUM', 'ADP', 'ADJ')	6	3	0	0	1	0	3	2	2	3	0	0	193	15
('VERB', 'NUM', 'CCONJ')	4	3	0	0	0	0	0	0	0	1	0	1	12	0
('NUM', 'AUX', 'CCONJ')	0	1	1	0	0	0	0	1	0	0	0	0	20	0
('SCONJ', 'NOUN', 'PRON')	35	2	7	5	8	1	27	27	3	0	2	7	56	7
('AUX', 'AUX', 'PART')	0	0	0	0	1	0	2	2	1	0	1	0	0	1
('CCONJ', 'PRON', 'SCONJ')	0	0	3	0	1	0	0	5	8	0	0	1	3	7
('PUNCT', 'NUM', 'CCONJ')	1	2	1	0	2	0	5	0	2	1	0	2	165	20
('PUNCT', 'ADJ', 'SCONJ')	1	3	10	0	1	0	3	8	9	0	0	2	27	8
('ADJ', 'SCONJ', 'DET')	1	1	13	3	1	0	5	33	36	1	0	1	15	104
('ADJ', 'ADJ', 'NUM')	0	1	1	0	0	0	0	2	1	0	0	0	109	1
('ADJ', 'PROPN', 'NOUN')	0	1	0	2	3	0	2	6	1	1	1	1	331	29
('NUM', 'PRON', 'ADP')	0	4	2	0	1	0	0	2	0	0	0	1	3	4
('INTJ', 'ADV', 'AUX')	0	2	3	1	8	0	0	8	2	0	1	1	0	0
('NUM', 'PUNCT', 'AUX')	1	2	1	0	4	0	3	10	4	3	1	0	120	46
('SCONJ', 'ADP', 'PUNCT')	0	0	0	0	1	0	0	2	0	0	0	0	3	3
('ADP', 'VERB', 'ADJ')	4	2	4	1	2	1	1	8	8	0	0	1	12	3
('DET', 'INTJ', 'PUNCT')	3	0	0	0	1	0	0	0	0	0	0	2	0	0
('AUX', 'ADP', 'PART')	0	0	4	0	2	0	1	9	1	0	0	0	2	3
('SCONJ', 'ADV', 'CCONJ')	0	0	2	0	2	0	1	4	1	0	0	1	23	0
('PRON', 'ADP', 'SCONJ')	0	2	3	0	0	0	0	22	6	0	0	0	0	13
('AUX', 'AUX', 'SCONJ')	0	1	1	0	0	0	1	1	4	0	0	0	1	16
('PUNCT', 'NUM', 'NUM')	0	1	0	0	1	0	28	10	0	0	0	3	27	7
('CCONJ', 'ADP', 'AUX')	1	6	9	2	2	0	1	2	3	1	0	0	9	3
('ADJ', 'PROPN', 'ADJ')	4	2	0	0	2	0	0	2	0	0	1	0	156	9
('ADP', 'NUM', 'NUM')	2	3	1	1	4	0	2	6	1	1	3	3	99	53
('PROPN', 'PRON', 'CCONJ')	2	1	2	0	3	0	3	0	0	0	0	0	8	0
('PUNCT', 'NOUN', 'SCONJ')	1	0	3	1	1	0	3	10	4	0	0	1	0	20
('NOUN', 'SCONJ', 'NOUN')	0	0	2	0	1	0	0	27	19	0	0	1	1	193
('PART', 'DET', 'VERB')	3	1	0	0	1	0	1	1	0	0	0	0	0	1
('NUM', 'AUX', 'ADV')	1	4	0	0	1	0	4	2	0	6	0	1	223	30
('PRON', 'NUM', 'CCONJ')	3	2	1	1	1	0	2	0	1	1	0	1	17	0
('PROPN', 'PART', 'NOUN')	1	0	0	0	3	0	0	0	0	0	0	0	5	2
('PUNCT', 'ADJ', 'INTJ')	0	0	0	1	1	0	0	1	2	0	0	1	0	0
('SCONJ', 'ADJ', 'PRON')	0	3	0	0	0	1	2	0	0	0	0	0	12	2
('PUNCT', 'PROPN', 'SCONJ')	0	0	1	0	1	0	0	1	2	0	0	0	0	11
('SCONJ', 'CCONJ', 'ADV')	0	0	0	0	3	0	0	1	0	0	0	4	54	4
('AUX', 'PART', 'AUX')	3	1	2	1	1	0	2	3	0	0	0	0	34	7
('ADP', 'PART', 'NOUN')	0	6	0	0	1	0	0	1	0	0	0	0	0	12
('ADP', 'NUM', 'AUX')	0	2	0	0	1	0	5	14	6	4	1	1	146	144
('PART', 'PUNCT', 'INTJ')	0	5	5	1	2	0	1	4	1	0	0	3	0	0
('PART', 'ADV', 'NUM')	1	2	0	0	2	0	2	0	0	0	1	1	35	2
('DET', 'NOUN', 'INTJ')	2	0	3	0	2	0	2	4	1	0	0	11	0	0
('NOUN', 'INTJ', 'ADV')	1	0	0	0	1	0	0	2	0	0	0	2	0	0
('SCONJ', 'ADJ', 'PROPN')	1	1	0	0	1	0	0	4	0	0	0	0	7	3
('PRON', 'SCONJ', 'ADV')	0	1	7	0	0	1	0	13	8	0	0	2	2	15
('PROPN', 'VERB', 'NUM')	1	5	1	1	0	0	11	9	0	2	1	0	275	24
('SCONJ', 'NOUN', 'ADJ')	10	1	4	0	2	2	6	20	6	0	1	0	125	16
('PRON', 'PART', 'NUM')	0	4	0	0	1	0	0	0	0	1	0	1	2	0
('PART', 'NUM', 'ADP')	1	2	0	0	1	0	0	0	0	1	0	0	1	0
('DET', 'PUNCT', 'DET')	1	1	3	0	3	0	2	1	0	0	0	5	9	5
('DET', 'PUNCT', 'AUX')	1	0	0	1	1	0	1	3	0	0	0	0	3	1
('ADP', 'SCONJ', 'PROPN')	0	0	2	2	1	0	0	6	5	0	0	0	0	7
('NOUN', 'DET', 'VERB')	27	3	4	5	4	3	18	8	8	1	1	3	11	9
('PUNCT', 'INTJ', 'AUX')	0	5	3	0	2	0	0	4	0	0	0	2	0	0
('PUNCT', 'DET', 'AUX')	0	0	0	1	2	0	2	2	0	0	0	0	2	0
('DET', 'AUX', 'ADP')	0	0	3	0	1	0	0	0	1	0	0	0	3	1
('PART', 'VERB', 'ADJ')	3	0	1	0	3	1	3	5	1	0	0	0	27	3
('PART', 'AUX', 'ADP')	0	1	3	1	1	0	2	8	2	0	0	0	3	10
('VERB', 'PROPN', 'AUX')	1	0	0	0	1	0	1	4	2	0	0	2	1	3
('SCONJ', 'ADJ', 'DET')	1	2	0	1	1	1	4	4	3	0	0	1	94	3
('INTJ', 'NOUN', 'ADP')	1	4	1	0	2	0	0	2	0	0	0	0	0	0
('NUM', 'ADV', 'PRON')	1	0	0	0	1	0	0	1	0	0	0	0	7	2
('SCONJ', 'ADV', 'NUM')	1	6	1	3	1	0	1	5	4	0	0	2	86	12
('PART', 'ADJ', 'NUM')	0	0	0	1	1	0	0	1	0	1	0	0	7	0
('SCONJ', 'ADP', 'ADP')	0	2	1	0	0	0	0	3	4	0	0	0	10	1
('NOUN', 'PRON', 'PROPN')	0	0	0	0	1	0	2	22	6	0	0	1	32	46
('ADJ', 'PROPN', 'NUM')	0	1	0	0	1	0	0	3	0	1	0	0	256	6
('AUX', 'PROPN', 'NUM')	0	1	0	0	1	0	0	0	0	0	0	0	214	3
('CCONJ', 'NUM', 'VERB')	0	9	1	1	1	0	3	5	2	2	1	0	119	12
('INTJ', 'PART', 'PUNCT')	1	4	3	0	1	0	0	2	3	0	0	1	0	0
('PART', 'PRON', 'CCONJ')	1	0	2	0	2	0	1	1	2	0	0	0	0	0
('VERB', 'NOUN', 'AUX')	8	3	0	0	1	0	6	1	3	1	2	6	5	24
('INTJ', 'PROPN', 'AUX')	0	2	2	0	1	0	0	2	0	0	0	1	0	0
('SCONJ', 'SCONJ', 'ADP')	0	2	0	0	1	1	0	4	3	0	0	2	3	3
('ADP', 'NUM', 'DET')	0	0	7	0	1	0	2	14	2	1	2	1	157	102
('INTJ', 'ADV', 'PRON')	0	2	0	0	3	0	2	6	0	0	0	2	0	0
('NUM', 'PUNCT', 'ADP')	0	7	3	0	3	0	18	7	1	1	7	9	238	54
('INTJ', 'ADP', 'PROPN')	1	1	2	0	1	0	0	5	1	0	0	0	0	0
('PROPN', 'DET', 'NUM')	3	2	0	1	3	0	3	0	1	0	0	1	33	5
('DET', 'ADV', 'DET')	5	3	6	6	3	1	2	9	3	1	0	3	41	8
('PROPN', 'NOUN', 'ADJ')	1	1	1	0	2	1	2	8	1	2	0	0	209	8
('VERB', 'PART', 'SCONJ')	0	1	0	0	0	0	1	14	14	0	0	0	0	5
